jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
Coordinateur approvisionnements expert data,"Description du poste Twitter LinkedIn Nous recrutons pour la Direction approvisionnements de la filiale logistique alimentaire Intermarché, notre futur :Coordinateur approvisionnements expert data H/FDans le cadre de la création du poste, votre rôle consiste à garantir les flux d'approvisionnement de l'ensemble de nos entrepôts afin d'apporter un service clients optimum à nos magasins des enseignes Intermarché et Netto.Vos missions sont les suivantes :- Véritable relais d'information, vous collectez, traitez et analysez les données. Agile avec les chiffres, vous les exploitez et transmettez les informations.- Vous suivez la composition des stocks et de la dette fournisseurs entrepôts en lien avec le contrôle de gestion.- Vous pilotez les actions d'amélioration du taux de service, des stocks, de la casse- Vous mettez en place des reporting et indicateurs de performance, analysez les résultats et proposez des pistes d'amélioration ou d'optimisation- Vous déployez les nouveaux projets : refonte des outils de commandes d'approvisionnement, organisation des commandes, dimensionnement des capacités entrepôts en réception et en stockage.- Vous accompagnez les équipes dans la mise en œuvre de ces projets. Rémunération : Entre 45 et 50 K € Profil candidat Niveau d'étude min.Requis : Bac + 5 Formation / Diplôme : MASTER 2 Expérience Requise : de 3 à 5 ans Pour réussir à ce poste : Vous aimez les chiffres, le commerce, mais aussi les relations avec les équipes opérationnelles.Vous êtes diplômé d'un Bac +5 ou équivalent (Ecole de commerce ou d'ingénieur) et avez une première expérience réussie sur un poste similaire, idéalement dans la supply.Vous êtes à l'aise avec les outils informatique notamment Excel, Access, VBA ou BIEnvie de rejoindre une équipe dynamique, pleine de projets et ambitieuse ?Rejoignez-nous !LAIRECRUTE Postuler à l'offre",,,Contrat à durée indéterminée,Expérience exigée,,,,,,,,,91,VERT LE GRAND,2023/08/10
Data Analyst en alternance,"Vous cherchez à acquérir des compétences d'aujourd'hui et un métier qui a de l'avenir en alternance?Notre mission : rendre l'éducation accessible à tous.
 L'alternance avec OpenClassrooms, c'est apprendre un métier avec une formation mêlant 20 % de théorie et 80 % de pratique, pour être 100 % prêt à l'emploi ! Grâce à nos équipes, qui épaulent chaque profil dans la recherche d'un employeur, nous affichons un taux d'insertion de nos étudiants de plus de 80 % en entreprise !
 Notre école en ligne propose des centaines de formations sur des métiers du numérique, 100 % en ligne, avec un diplôme reconnu par l'État à la clé. Vous former avec OpenClassrooms, c'est aussi rejoindre une communauté internationale de plus de 12 000 étudiants actifs et motivés, dans 72 pays.
 Nous recherchons un profil motivé pour occuper le poste de Data Analyst en alternance pour une de nos entreprises partenaires (grande distribution, secteur bancaire, luxe, services, etc.).
 Si votre candidature est retenue, votre scolarité sera entièrement financée par votre employeur. Attention : pour postuler à cette offre en alternance, vous devez faire une formation diplômante avec OpenClassrooms ou réaliser un changement d'école dans le cadre d'un contrat en alternance. Description de l'entrepriseNous sommes une entreprise qui intervient dans le domaine de la relation client, avec une solution unique d'orchestration omnicanale sur le marché Européen. Nous sommes un éditeur de logiciel en SaaS qui permet aux entreprises fortement sollicitées (grands comptes et ETI) de piloter leur parcours de contact pour améliorer l'expérience de leurs clients et d'optimiser leurs coûts. Tirant déjà profit de l'ensemble des leviers et services digitaux existants, nos solutions s'enrichissent grâce à l'Intelligence Artificielle et au Machine Learning. Depuis 7 ans, nous comptons déjà plus de 100 références Grands Comptes multi secteurs. Start-up/scale-up soutenue par des VC et ayant atteint l'équilibre financier, nous te proposons de nous rejoindre alors que nous entrons dans une phase d'accélération importante. MissionsDirectement rattaché.e à le Direction des Opérations, tu participes à la construction et au suivi des indicateurs, des rapports et des tableaux de bord. Le Data Analyst intervient sur tous les projets nécessitant de collecter, de transformer, de structurer et d'exploiter de la donnée pour les besoins de reporting clients ou de reporting interne. Rôle : Data Analyst Données Clients & internes Intervenir sur toutes les missions de collecte, manipulation et d'exploitation de la donnée pour les besoins clients. Produire une vision analytique détaillée de la performance du produit. Traduire les demandes d'indicateurs concernant le produit, les parcours et les sessions en requêtes automatisées. Développer et maintenir le reporting et la librairie des Indicateurs de performance. Participer à la rédaction de la documentation interne et externe : Manuel d'utilisation, glossaire, process' Participer au projet DataWarehouse permettant la constitution d'une base unique de référence de données liées à l'activité et à la performance des équipes et solutions DialOnce. Harmoniser et standardiser les formats des données multi-sources (Teamworks, Salesforce, Mongo DB?). Garantir la fiabilité des requêtes de données : comprendre les logiques, ?nettoyer? les données, créer de nouvelles tables, créer les jointures entre les différentes tables.Pré-requis à la formationPour postuler à cette offre en alternance, vous devez faire une formation diplômante avec OpenClassrooms ou réaliser un changement d'école dans le cadre d'un contrat en alternance.",,,Contrat à durée indéterminée,Expérience exigée,,,,,Openclassrooms,,,"salesforce, tableau",75,PARIS 01,2023/08/10
Data Scientist - Alternance,"Vous cherchez à acquérir des compétences d'aujourd'hui et un métier qui a de l'avenir en alternance?Notre mission : rendre l'éducation accessible à tous.
 L'alternance avec OpenClassrooms, c'est apprendre un métier avec une formation mêlant 20 % de théorie et 80 % de pratique, pour être 100 % prêt à l'emploi ! Grâce à nos équipes, qui épaulent chaque profil dans la recherche d'un employeur, nous affichons un taux d'insertion de nos étudiants de plus de 80 % en entreprise !
 Notre école en ligne propose des centaines de formations sur des métiers du numérique, 100 % en ligne, avec un diplôme reconnu par l'État à la clé. Vous former avec OpenClassrooms, c'est aussi rejoindre une communauté internationale de plus de 12 000 étudiants actifs et motivés, dans 72 pays.
 Nous recherchons un profil motivé pour occuper le poste de Data Scientist - Alternance pour une de nos entreprises partenaires (grande distribution, secteur bancaire, luxe, services, etc.).
 Si votre candidature est retenue, votre scolarité sera entièrement financée par votre employeur. Attention : pour postuler à cette offre en alternance, vous devez faire une formation diplômante avec OpenClassrooms ou réaliser un changement d'école dans le cadre d'un contrat en alternance. Description de l'entrepriseFondée en 2000 et filiale du Crédit Mutuel Arkéa, Fortuneo innove pour s'imposer aujourd'hui comme l'un des principaux leaders de la banque en ligne et des services financiers digitaux. Grâce à notre solide expertise, la puissance de notre marque et sa notoriété croissante, nous incarnons la banque en ligne de demain et plaçons la satisfaction client au coeur de nos actions. Notre mission ? Faire aimer la banque ! Comment ? En répondant aux besoins essentiels de nos clients sur les métiers de la banque, de la finance et de l'assurance tout en incarnant les valeurs qui nous définissent, nous rassemblent et nous fédèrent. Nos valeurs : L'ambition du mieux, L'énergie constructive, Ensemble tout simplement. Fortuneo a comme ambition chaque année de s'engager en faveur des jeunes. Chez nous l'expérience n'est pas une évidence. Intégrer Fortuneo c'est bénéficier d'un accompagnement de proximité, dans un environnement digital et sensible aux nouveaux enjeux environnementaux. Avant tout, être alternant chez Fortuneo c'est : Bénéficier des mêmes avantages que l'ensemble des salariés (intéressement, remboursement à hauteur de 75% du titre de transport, télétravail jusqu'à 2 jours par semaine, titres restaurants) Évoluer dans des locaux labellisés Haute Qualité Environnementale et bénéficier d'espaces collaboratifs, d'une salle de sport et même d'une salle de détente Etre accompagné par des tuteurs formés et proactifs pour l'accueil d'un alternant Intégrer une entreprise à taille humaine et donc avoir l'opportunité de participer à des projets de l'entreprise et d'être entendu Participer à deux journées d'intégration des alternants pour créer une vraie communauté ! Dans ce cadre, nous recherchons un(e) Business Analyst en alternance. MissionsLa valorisation de la donnée est au coeur du plan stratégique de Fortuneo. Dans ce contexte, le Datalab recherche son futur alternant ?Data Scientist' en alternance qui aura pour missions : Comprendre les besoin métiers et proposer des analyses pertinentes pour les accompagner dans leur prise de décision et améliorer la connaissance client; Proposer des modèles de machine learning (de la phase d'exploration à l'industrialisation) répondant aux problématiques business (score marketing, risque, détection de fraude, etc.) ; Développer des projets data innovants dans une optique d'optimisation de l'efficacité opérationnelle (traitement du langage, généralisation automatique de texte, ..) et rester en veille sur de nouvelles approches (Deep Learning, ?) Contribuer à l'évolution des outils de monitoring data (modèles, qualité) et celui des modèles (MLOPS) dans un environnement Cloud (AWS)Profil recherché: Dans ce cas, vous êtes le ou la candidat(e) idéal(e) si : Vous êtes étudiant en école d'ingénieur ou en master avec une spécialisation en Data Science / Statistique / Machine Learning et vous avez l'envie de contribuer au développement d'une entreprise engagée et ambitieuse.
 Mais aussi : Vous avez des connaissances en statistiques et en machine learning ; Vous maîtrisez un langage de script (R/Python) et SQL et des librairies de Machine Learning (Pandas, scikit-learn, XGBoost, LightGBM,?) Vous êtes doté(e) d'un bon relationnel et appréciez le travail en équipe ; Vous êtes rigoureux/se et organisé(e) ; Vous disposez d'une bonne capacité d'analyse et de synthèse.
 Un premier stage dans un environnement Cloud à fort volume de données serait un plus. Pré-requis à la formationPour postuler à cette offre en alternance, vous devez faire une formation diplômante avec OpenClassro",,,Contrat à durée indéterminée,Expérience exigée,,,,,Openclassrooms,,,"scikit-learn, xgboost, lightgbm",92,NANTERRE,2023/08/10
Data Analyst en alternance,"Vous cherchez à acquérir des compétences d'aujourd'hui et un métier qui a de l'avenir en alternance?Notre mission : rendre l'éducation accessible à tous.
 L'alternance avec OpenClassrooms, c'est apprendre un métier avec une formation mêlant 20 % de théorie et 80 % de pratique, pour être 100 % prêt à l'emploi ! Grâce à nos équipes, qui épaulent chaque profil dans la recherche d'un employeur, nous affichons un taux d'insertion de nos étudiants de plus de 80 % en entreprise !
 Notre école en ligne propose des centaines de formations sur des métiers du numérique, 100 % en ligne, avec un diplôme reconnu par l'État à la clé. Vous former avec OpenClassrooms, c'est aussi rejoindre une communauté internationale de plus de 12 000 étudiants actifs et motivés, dans 72 pays.
 Nous recherchons un profil motivé pour occuper le poste de Data analyst en alternance pour une de nos entreprises partenaires (grande distribution, secteur bancaire, luxe, services, etc.).
 Si votre candidature est retenue, votre scolarité sera entièrement financée par votre employeur. Attention : pour postuler à cette offre en alternance, vous devez faire une formation diplômante avec OpenClassrooms ou réaliser un changement d'école dans le cadre d'un contrat en alternance. Description de l'entreprisee groupe Veolia a pour ambition de devenir l'entreprise de référence de la transformation écologique. Présent sur les cinq continents avec près de  salariés, le Groupe conçoit et déploie des solutions utiles et concrètes pour la gestion de l'eau, des déchets et de l'énergie qui participent à changer radicalement la donne. Au travers de ses trois activités complémentaires, Veolia contribue a? développer l'accès aux ressources, a? préserver les ressources disponibles et a? les renouveler. En 2020, le groupe Veolia a servi 95 millions d'habitants en eau potable et 62 millions en assainissement, produit près de 43 millions de mégawattheures et valorisé 47 millions de tonnes de déchets. L' activité Eau France a pour ambition de devenir le leader et la référence du cycle de l'eau en France, au service de la transformation écologique. Partenaire de nombreux industriels et collectivités, nous proposons des solutions innovantes pour la préservation de la ressource en eau, de son prélèvement à la distribution d'eau potable jusqu'à la dépollution et valorisation des eaux usées. Nous accompagnons les territoires à répondre aux défis du changement climatique. M issions Vous intégrerez la cellule de performance, HUB 360 au sein de la direction région d'Ile-de- France. Elle vise à optimiser et assister l'organisation du travail ainsi que la planification au travers : Du pilotage de la standardisation et de la digitalisation des reportings. De l'amélioration de la performance opérationnelle par la simplification des processus métiers et informatiques. Vos missions principales : Extractions et analyses des bases de données. Mise en place de systèmes d'automatisation des reportings. Élaborer des leviers d'actions sur la data quality : analyser et créer les indicateurs de performance à partir du DATA-center VEOLIA. Création de tableaux de bord dans le cadre du suivi de l'activité industrielle. Assurer l'assistance aux utilisateurs et la formalisation des besoins d'évolution des outils d'exploitation et de planification en lien avec les équipes IS&T régionales ou nationales sur le périmètre fonctionnel concerné.Profil recherché: Savoir-faire professionnels / opérationnels Utiliser et analyser les données ainsi que les systèmes informatiques: utilisation de Business Object, PowerBI et les outils Google.
 Analyser et interpréter les indicateurs de performance.
 La connaissance de plusieurs langages de programmation serait un plus (SQL, Javascript, Python).
 Savoir-faire relationnels / Aptitudes personnelles Assurer un service de qualité dans la relation clients-fournisseurs internes.
 Être force de proposition.
 Faire preuve de pertinence dans la conception des indicateurs créés.
 Autonomie.
 Pour postuler c'est ici : Pré-requis à la formationPour postuler à cette offre en alternance, vous devez faire une formation diplômante avec OpenClassrooms ou réaliser un changement d'école dans le cadre d'un contrat en alternance.",,,Contrat à durée indéterminée,Expérience exigée,,,,,Openclassrooms,,,tableau,92,NANTERRE,2023/08/10
Data analyst,"Description du poste :
Adsearch, cabinet de recrutement spécialisé dans l'IT, recrute pour son client dans le secteur de l'industrie un profil de data analyst.
Les missions :
Dans le cadre d'une création de poste et rattaché au CIO, vos missions seront les suivantes :***Collecte des données en provenance des différentes sources interne et externe,***S'assurer de la qualité des données***Modélisation des données pour assurer leur intégration dans le data warehouse (snowflake et talend)***Analyser les données afin de restituer des rapports selon les différents besoins métier (power BI)***Description du profil :
Votre profil :***De formation supérieure en data/informatique, vous présentez une expérience significative en data***Vous parlez couramment pour échanger avec des équipes IT internationales***Dynamique et organisé, vous saurez être proactif et autonome sur votre poste***Les avantages :***CDI à pourvoir rapidement***Rémunération selon profil 50/55k€***Télétravail jusqu'à 3 jours/semaine***Avantages : prime sur objectif 10%, Tickets restaurant, CSE, mutuelle, prévoyance, participation
*",,,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,,,,"Adsearch vous propose des milliers d''opportunités de carrières dans toute la France pour les profils d''experts, cadres et managers. Que ce soit pour un emploi ou pour une mission, Adsearch c''est le cabinet de recrutement qu''il vous faut !Retrouvez toutes nos offres d'emploi en CDI, CDD, Intérim et Freelance sur notre site internet !","Adsearch vous propose des milliers d''opportunités de carrières dans toute la France pour les profils d''experts, cadres et managers. Que ce soit pour un emploi ou pour une mission, Adsearch c''est le cabinet de recrutement qu''il vous faut !Retrouvez toutes nos offres d'emploi en CDI, CDD, Intérim et Freelance sur notre site internet !","power bi, talend, snowflake",38,ST JEAN DE SOUDAIN,2023/08/10
Data analyst,"Description du poste :
Manpower DIGITAL LILLE recherche pour son client, un acteur du secteur de l'e-commerce, un Data analyste (H/F) Au sein du département Data, notre équipe de data analyse accompagne les différentes entités métier dans l'utilisation et la valorisation de leurs données. Nous recherchons actuellement un Data Analyst (H/F) pour rejoindre notre équipe dynamique et contribuer à notre croissance continue.
Responsabilités :
- Travailler en étroite collaboration avec les interlocuteurs métier et sur le terrain opérationnel afin de comprendre les problématiques
- Proposer des solutions en respectant les contraintes et en utilisant une connaissance approfondie des analyses et outils existants.
- Identifier les données nécessaires pour mener à bien les études, en s'assurant de leur qualité et fiabilité.
- Développer vos analyses, en suivant une approche Lean & Agile et en respectant les normes appliquées au sein de notre équipe
- Assurer le suivi des analyses existantes, anticiper les impacts et organiser le support nécessaire.
- Mettre à disposition les résultats de vos analyses via des interfaces simples
- Participer à l'encadrement des data analysts juniors.
Compétences techniques requises :
- SQL : Expert
- Python : Expert
- AWS : Débutant
- Quicksight : Débutant
- Tableau Software : Expert
- DataBricks : Confirmé
- Google Data Studio : Confirmé
Si vous êtes passionné(e) par les données, doté(e) d'un esprit analytique et que vous souhaitez contribuer à la réussite de notre entreprise, nous serions ravis de recevoir votre candidature. Rejoignez notre équipe et participez à des projets stimulants!
Dans le cadre de sa politique diversité, Manpower étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap",,,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,,,,"Cette offre d'emploi est publiée par Manpower (créateur de solutions pour l'emploi tous types de contrat CDI, CDD et Interim) pour le compte d'un de ses clients.","Cette offre d'emploi est publiée par Manpower (créateur de solutions pour l'emploi tous types de contrat CDI, CDD et Interim) pour le compte d'un de ses clients.","tableau, databricks, google data studio",59,LILLE,2023/08/10
Data Analyst,"Expleo propose une offre unique de services intégrés d'ingénierie, qualité et conseil stratégique pour la transformation digitale. Dans un contexte d'accélération technologique sans précédent, nous sommes le partenaire de confiance des entreprises qui innovent. Nous les aidons à développer un avantage compétitif et à améliorer le quotidien de millions de personnes.Nos postes sont accessibles aux personnes en situation de handicap. Mission Vous souhaitez mettre vos compétences de Data Analyst aux services de projets industriels à forte valeur ajoutée ? Chez Expleo, nous travaillons déjà sur ces projets qui vont révolutionner nos vies quotidiennes. Nous sommes l'ingénierie « partenaire innovation » des plus grands acteurs industriels mondiaux.Descriptif des activités : Comprendre les besoins clients : Identifier, en relation avec le métier, les données pertinentes à acquérir et à traiter pour répondre au besoin exprimé.Définir et modéliser le problème dans le vocabulaire et avec les instruments de mesure du métier.Implémenter la solution à l'aide de scripts python pour extraire, transformer et charger les donnéesFusionner, réaliser des jointures et concaténer des données imbriquées avec pythonMettre en place le packaging et la structuration du code pour automatiser et assurer la maintenabilitéCréer et mettre en place le schéma de bases de données, construction de diagramme UMLMettre en place des bases de données (SQL, Big Query), charger les donnéesCréer des requêtes sur des données métiers pour extraire les donnéesModéliser les chaines de collecte, de stockage, de traitement et de restitution des donnéesTraiter et analyser les données en fonction des besoins exprimésRéaliser des analyses quantitatives et qualitatives des bases de données pour faciliter leur exploitationUtiliser des méthodes de data visualisation pour partager les analyses et les résultats : réalisation et propositions de Dashboards interactifs (Rshiny, dash, streamlit, Spotfire).Présenter, analyser et synthétiser les résultats.Analysez la spécification d'un outil à développer par les équipes informatiques et être force de propositions.Identifier des axes d'optimisationCoordonner ses actions avec un ou plusieurs Data Scientist Junior.Compétences en communication et esprit collaboratif Profil Ingénieur ou Diplômé(e) d'un Master 2 avec une spécialisation en Data Analyst, vous possédez au moins 3 ans d'expériences dans les domaines des mathématiques appliquées et de l'analyse de données, et de l'automobile.Autonome et rigoureux(se), vous êtes doté(e) d'un bon relationnel, d'un esprit de synthèse et un esprit innovant. Vous maitrisez l'anglais aussi bien à l'oral qu'à l'écrit.Compétences techniques :Mathématiques théoriques et appliquéesMaitrise des bases de données SQL et NoSQLMachine Learning et statistiquesMaîtrise des langages Data Science : R, Python, SQL,Maitrise des outils de BI : Spotfire, power BI, Tableau, .Maitrise de l'environnement cloud GCPCapacités de synthèse et de vulgarisation.Notions en développement agile.Anglais courant.Rejoindre Expleo Group, c'est l'opportunité de rejoindre un groupe leader dans l'ingénierie, qui vous permettra de donner une nouvelle dimension à votre carrière grâce à des projets d'envergure majeure et à fort niveau d'engagement.Vous vous reconnaissez dans ce projet ? Rencontrons-nous !La localisation des postes n'est qu'indicative, une mobilité géographique sur le territoire national peut être requise si la mission client le nécessite ou si une nouvelle mission est demandée.",,,Contrat à durée indéterminée,Expérience exigée,,,,,Expleo,,,"tableau, power bi",78,MONTIGNY LE BRETONNEUX,2023/08/10
Data Analyst,"Expleo propose une offre unique de services intégrés d'ingénierie, qualité et conseil stratégique pour la transformation digitale. Dans un contexte d'accélération technologique sans précédent, nous sommes le partenaire de confiance des entreprises qui innovent. Nous les aidons à développer un avantage compétitif et à améliorer le quotidien de millions de personnes.Nos postes sont accessibles aux personnes en situation de handicap. Mission Vous souhaitez mettre vos compétences de Data Analyst aux services de projets industriels à forte valeur ajoutée ? Chez Expleo, nous travaillons déjà sur ces projets qui vont révolutionner nos vies quotidiennes. Nous sommes l'ingénierie « partenaire innovation » des plus grands acteurs industriels mondiaux.Descriptif des activités : Comprendre les besoins clients : Identifier, en relation avec le métier, les données pertinentes à acquérir et à traiter pour répondre au besoin exprimé.Définir et modéliser le problème dans le vocabulaire et avec les instruments de mesure du métier.Implémenter la solution à l'aide de scripts python pour extraire, transformer et charger les donnéesFusionner, réaliser des jointures et concaténer des données imbriquées avec pythonMettre en place le packaging et la structuration du code pour automatiser et assurer la maintenabilitéCréer et mettre en place le schéma de bases de données, construction de diagramme UMLMettre en place des bases de données (SQL, Big Query), charger les donnéesCréer des requêtes sur des données métiers pour extraire les donnéesModéliser les chaines de collecte, de stockage, de traitement et de restitution des donnéesTraiter et analyser les données en fonction des besoins exprimésRéaliser des analyses quantitatives et qualitatives des bases de données pour faciliter leur exploitationUtiliser des méthodes de data visualisation pour partager les analyses et les résultats : réalisation et propositions de Dashboards interactifs (Rshiny, dash, streamlit, Spotfire).Présenter, analyser et synthétiser les résultats.Analysez la spécification d'un outil à développer par les équipes informatiques et être force de propositions.Identifier des axes d'optimisationCoordonner ses actions avec un ou plusieurs Data Scientist Junior.Compétences en communication et esprit collaboratif Profil Ingénieur ou Diplômé(e) d'un Master 2 avec une spécialisation en Data Analyst, vous possédez au moins 3 ans d'expériences dans les domaines des mathématiques appliquées et de l'analyse de données, et de l'automobile.Autonome et rigoureux(se), vous êtes doté(e) d'un bon relationnel, d'un esprit de synthèse et un esprit innovant. Vous maitrisez l'anglais aussi bien à l'oral qu'à l'écrit.Compétences techniques :Mathématiques théoriques et appliquéesMaitrise des bases de données SQL et NoSQLMachine Learning et statistiquesMaîtrise des langages Data Science : R, Python, SQL,Maitrise des outils de BI : Spotfire, power BI, Tableau, .Maitrise de l'environnement cloud GCPCapacités de synthèse et de vulgarisation.Notions en développement agile.Anglais courant.Rejoindre Expleo Group, c'est l'opportunité de rejoindre un groupe leader dans l'ingénierie, qui vous permettra de donner une nouvelle dimension à votre carrière grâce à des projets d'envergure majeure et à fort niveau d'engagement.Vous vous reconnaissez dans ce projet ? Rencontrons-nous !La localisation des postes n'est qu'indicative, une mobilité géographique sur le territoire national peut être requise si la mission client le nécessite ou si une nouvelle mission est demandée.",,,Contrat à durée indéterminée,Expérience exigée,,,,,Expleo,,,"tableau, power bi",31,TOULOUSE,2023/08/10
Data Analyst,"Vos missions au quotidienVous aimez faire parler les chiffres, les mettre en perspective et les analyser ? Rejoignez-nous ! Le service Support Technique et Infocentre, au sein de la direction Technique Protection, est composé de statisticiens qui accompagnent, au quotidien, les actuaires pour gérer les moteurs de tarification, réaliser des analyses de positionnement tarifaire, mettre à disposition des données, concevoir, développer et produire les reporting necessaires au pilotage technique des produits. Vous rejoindrez l'équipe Données et Reporting Technique, une équipe jeune et dynamique qui est en charge de l'administration de la base de données et du développement, de l'optimisation et de la maintenance des outils permettant de suivre les indicateurs techniques de l'activité dommages et prévoyance.Concrètement, vous serez amené(e) à : · Administrer la base de données (tables SAS) utilisée par les actuaires et les chargées d'études statistiques : run, maintenance corrective et évolutive.· Contribuer aux actions de documentation de cette base de données· Participer à la définition et à la mise en place de contrôles permettant de renforcer la qualité de nos données et la fiabilité des indicateurs produits.· Développer des dashboards pertinents, efficaces et attractifs pour piloter techniquement les produits de l'activité dommages et prévoyance.· Assurer la veille technologique sur les outils et techniques en lien avec la gestion et l'exploitation des données.Et si c'était vous ?· Formation Bac+5 en statistiques avec une forte apétence pour la programmation et l'automatisation des process. Vous justifiez d'une expérience professionnelle de 5 ans minimum sur des missions similaires.· Maîtrise du langage SAS (Base, Macro, Enterprise Guide).· Maîtrise d'Excel (VBA, Power Query, Power Pivot) et d'un outil de datavisualisation (Power BI, Tableau).· La connaissance du domaine de l'assurance dommages et/ou prévoyance serait un plus.· Vous êtes rigoureux, organisé, doté d'un bon relationnel et de solides capacités d'analyse et de synthèse.Plus qu'un poste, un tremplinAprès une expérience réussie au sein du service Support Technique et Infocentre, vous pourrez bénéficier de passerelle entre équipes au sein du même service ou évoluer vers un poste de Chargé d'Études Actuarielles, de Data Analyst sur d'autres domaines d'activité (marketing, commercial, financier.), de Data Scientist ou de Manager au sein de Société Générale Assurances ou du Groupe Société Générale.Pourquoi nous choisir ?Au cœur de la stratégie de développement du groupe Société Générale, la mission de Société Générale Assurances est de protéger ses assurés et leurs biens, sur le long terme et à toutes les étapes de leur vie. Nous proposons une gamme complète de produits et de services répondant aux besoins de la clientèle de particuliers, de professionnels et d'entreprises, en matière d'assurance vie épargne, d'épargne retraite, et de protection des personnes et des ; Nous nous engageons à promouvoir la responsabilité sociale et environnementale dans le cadre de notre activité : en tant qu'employeur responsable pour nos 2900 collaborateurs en France et dans 8 pays à l'international, en tant qu'assureur responsable auprès de nos 14 millions de clients et en tant qu'investisseur responsable et acteur de l'économie réelle. Que vous nous rejoigniez pour quelques mois, quelques années ou toute votre carrière, ensemble nous avons les moyens d'avoir un impact positif sur l'avenir. Créer, innover et entreprendre font partie de notre ADN. L'intégration de nos collaborateurs ainsi que le développement de leurs compétences est au cœur de nos préoccupations. Avec les managers et les correspondants RH, nous proposons un accompagnement de proximité pour le développement de chacun. Des programmes de formation et d'apprentissage riches et variés sont proposés et des moments d'échange avec le management sont organisés pour présenter la stratégie, les projets clés et fédérer les collaborateurs autour de notre ambition.",,,Contrat à durée indéterminée,Expérience exigée,,,,,Sogecap,,,"tableau, power bi, sas",France,,2023/08/09
Data Analyst ou Data Scientist en alternance,"Vous cherchez à acquérir des compétences d'aujourd'hui et un métier qui a de l'avenir en alternance?Notre mission : rendre l'éducation accessible à tous.
 L'alternance avec OpenClassrooms, c'est apprendre un métier avec une formation mêlant 20 % de théorie et 80 % de pratique, pour être 100 % prêt à l'emploi ! Grâce à nos équipes, qui épaulent chaque profil dans la recherche d'un employeur, nous affichons un taux d'insertion de nos étudiants de plus de 80 % en entreprise !
 Notre école en ligne propose des centaines de formations sur des métiers du numérique, 100 % en ligne, avec un diplôme reconnu par l'État à la clé. Vous former avec OpenClassrooms, c'est aussi rejoindre une communauté internationale de plus de 12 000 étudiants actifs et motivés, dans 72 pays.
 Nous recherchons un profil motivé pour occuper le poste de Data Analyst ou Data Scientist en alternance pour une de nos entreprises partenaires (grande distribution, secteur bancaire, luxe, services, etc.).
 Si votre candidature est retenue, votre scolarité sera entièrement financée par votre employeur. Attention : pour postuler à cette offre en alternance, vous devez faire une formation diplômante avec OpenClassrooms ou réaliser un changement d'école dans le cadre d'un contrat en alternance. Description de l'entrepriseCette entreprise transnationale française dont les activités incluent la pharmacie et les vaccins recherche ses futurs talents. Dans ce contexte, nous recherchons un alternant sur notre service Ethics and Business Integrity. Vous intégrerez une équipe de 3 personnes en collaboration avec différents services sur divers projets de data. MissionsApporter votre support au développement de d'indicateurs métiers et de tableaux de bord, Collaborer au développement d'analyse poussées des données internes, par l'intermédiaire d'algorithmes statistiques et/ou d'Intelligence Artificielle, Prendre part à la veille de l'état de l'art pour identifier et évaluer des méthodes à appliquer aux données internes, Participer à l'implémentation et à l'application des algorithmes dans le cadre de projets internes.Profil recherchéSavoir-être : Rigueur, curiosité, esprit d'analyse Compétences techniques : Python, R, gestion de données Formation : BAC+4 ou +5 de formation data, informatique ou business de type école de commerce ou école d'ingénieur Langues : être capable d'échanger avec des interlocuteurs non-francophones Avantages ou informations complémentaires Nous offrons une rémunération attractive ainsi que l'accès à un grand nombre d'avantages proposés par le groupe (Intéressement et participation, Plan Actionnariat Salarié, Activités sociales CSE) ainsi qu'une couverture santé performante vous protégeant des aléas de la vie.
 Vous rejoindrez également une communauté interne puissante animée via un réseau pour continuer à renforcer votre formation et développer votre réseau.
 Vous bénéficierez de 31 jours de congés par an et 5 jours d'absence préparation examen rémunérés.
 Grace à nos équipes RSE, vous aurez également la possibilité de vous engager à nos côtés pour des causes qui vous sont chères grâce notamment à la journée de bénévolat « je m?engage ». Pré-requis à la formationPour postuler à cette offre en alternance, vous devez faire une formation diplômante avec OpenClassrooms ou réaliser un changement d'école dans le cadre d'un contrat en alternance.",,,Contrat à durée indéterminée,Expérience exigée,,,,,Openclassrooms,,,tableau,75,PARIS 01,2023/08/09
