jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
Chef de Projet Data,"POSTE : Chef de Projet Data H/F
DESCRIPTION : Intégré à la DSI et accompagné·e des référents métiers, le Chef de Projet Data est en charge des flux de données inter-applicatifs (ERP, PIM, BI, CRM, WMS, etc.) et de la gouvernance de la donnée au sein de l'entreprise.

Vos missions sont les suivantes :

* Intervenir dans le cadre de projets sur la gouvernance des données,
* Modéliser les flux inter-applicatifs,
* Rédiger, en collaboration avec le métier, les spécifications fonctionnelles et techniques,
* Paramétrer ou développer les interfaces à partir de spécifications fonctionnelles,
* Accompagner dans la recette technique,
* Participer à la documentation,
* Participer à l'optimisation des flux d'interfaçage et à la cohérence de l'environnement data,
* Maintenir le référentiel (outils, flux, procédures, normes, vocabulaire, sécurité) et les standards techniques dont vous avez la charge.
PROFIL : Profil recherché :

* Titulaire d'un Bac +3 minimum,
* Connaissances en ETL, MDM, BI,
* Connaissances en C#,
* Connaissance des concepts de gestion de projet,
* Le plus : Connaissance des ESB.",,37000.0 - 45000.0,Contrat à durée indéterminée,Débutant accepté,,,Cadre,Activités des agences de placement de main-d'œuvre,,"Recrutez rapidement les meilleurs experts en Informatique avec Michael Page Technology. Nos Consultants spécialisés en recrutement IT associent outils de sourcing innovants, approche directe et conseil personnalisé pour recruter vos talents IT en CDI, freelance, management de transition ou intérim. Michael Page Technology répond à vos enjeux de recrutement en infrastructure, développement, data, IA, cloud, cybersécurité, projets, etc.

Groupe international en plein dévelo...","Recrutez rapidement les meilleurs experts en Informatique avec Michael Page Technology. Nos Consultants spécialisés en recrutement IT associent outils de sourcing innovants, approche directe et conseil personnalisé pour recruter vos talents IT en CDI, freelance, management de transition ou intérim. Michael Page Technology répond à vos enjeux de recrutement en infrastructure, développement, data, IA, cloud, cybersécurité, projets, etc.Groupe international en plein dévelo...",,35,RENNES,2023/08/16
Responsable Data,"POSTE : Responsable Data H/F
DESCRIPTION : Au sein de la Direction des Systèmes d'Information, chargée de la conception, de la mise en oeuvre et du maintien en condition opérationnelle des systèmes d'information de la CNSA, la mission transversale « architecture, sécurité et data » conduit des études sur les périmètres liés à l'architecture, la sécurité et la data et met en oeuvre la politique de sécurité des systèmes d'informations. Plus globalement, les membres de la mission agissent tels des experts transversaux pour l'ensemble des projets de la direction sur les sujets qui relèvent de leur compétence.

C'est ainsi que le Responsable Data exploite, analyse et évalue la richesse des données, structurées ou non, pour établir des scénarii permettant de comprendre et anticiper de futurs leviers métiers ou opérationnels pour l'ensemble des systèmes d'information de la caisse.

De ce fait, vous êtes l'interlocuteur privilégié en interne et en externe de la direction et de la caisse pour tout ce qui relève des données et de leur utilisation. C'est notamment à ce titre que vous avez la responsabilité du marché data et faites le lien avec les titulaires du marché, notamment concernant ses volets techniques.

#impactpositif
PROFIL : Diplômé d'une formation supérieure en ingénierie informatique, vous justifiez d'une expérience de 10 ans minimum concernant en data science. De ce fait, vous jouissez d'une bonne connaissance dans l'application de données analysées et vous maîtrisez les techniques du data mining et des statistiques, les principales technologies de restitution et d'analyse de données ainsi que de leur mise en qualité et l'architecture techniques des systèmes d'information décisionnels.

De plus, une connaissance des règles des marchés publics est aussi attendue.

En termes de posture professionnelle, vous êtes capable de travailler de manière transversale comme expert avec plusieurs interlocuteurs issus de différentes équipes.",,70000.0 - 75000.0,Contrat à durée indéterminée,Débutant accepté,,,Cadre,Activités des agences de placement de main-d'œuvre,,"La Caisse Nationale de Solidarité pour l'Autonomie gère depuis 2021 la nouvelle branche de la sécurité sociale visant à soutenir l'autonomie des personnes âgées et des personnes en situation de handicap. En charge du pilotage de la gestion du risque, elle veille à l'équilibre financier de la branche dont le budget s'élève à plus de 35 000 000 000 €. Elle anime les acteurs territoriaux, soutient la qualité de service, développe et transforme l'offre et l'accès aux droits pour...","La Caisse Nationale de Solidarité pour l'Autonomie gère depuis 2021 la nouvelle branche de la sécurité sociale visant à soutenir l'autonomie des personnes âgées et des personnes en situation de handicap. En charge du pilotage de la gestion du risque, elle veille à l'équilibre financier de la branche dont le budget s'élève à plus de 35 000 000 000 €. Elle anime les acteurs territoriaux, soutient la qualité de service, développe et transforme l'offre et l'accès aux droits pour...",,75,PARIS 01,2023/08/16
Chef de Projet Data,"POSTE : Chef de Projet Data H/F
DESCRIPTION : Expert dans les domaines du conseil et de la transformation digitale, notre client collabore avec les partenaires intégrateurs des principales solutions du marché : QlikView, QlikSense, Tableau, Power BI, DigDash, Talend, Jedox, Board.

Missions

Vous apporterez votre expertise fonctionnelle aux clients pour mettre en oeuvre les solutions proposées, en intégrant le pôle supervision des équipes. Vous mettrez en oeuvre votre expertise en intervenant sur des projets variés.

-  Participer à l'ensemble des phases projets : cadrage, spécification, mise en oeuvre, test et recette
-  Encadrer une équipe de consultants
-  Assurer la bonne tenue des objectifs projets, planning, budget
-  Gérer le suivi et la satisfaction client
-  Alerter la direction sur le suivi projet
-  Participer aux phases avant-ventes, conseil et accompagnement client
PROFIL : Vous justifiez d'au moins cinq ans d'expérience sur une fonction similaire.

Compétences requises :
-   Expérience dans la gestion de projet (procédure, démarche, livrable)
-   Très bon relationnel et sens de l'écoute
-   Prise d'initiative

Compétences appréciées :
-   Vous avez idéalement des connaissances dans le domaine de la Data et de ces différents cycles (de l'intégration à la visualisation)",,50000.0 - 60000.0,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Conseil pour les affaires et autres conseils de gestion,,Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement...,Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement...,"tableau, power bi, qlikview, talend",69,LYON 01,2023/08/16
Gestionnaire Middle Office - Référentiel-Data,"POSTE : Gestionnaire Middle Office - Référentiel-Data H/F
DESCRIPTION : Kelly Banque - Cabinet de recrutement spécialisé sur les métiers de la Finance de Marché, banque, comptabilité et assurance. Emploi en CDI, CDD ou Intérim sur l'Ile de France - Paris.

Gestionnaire Middle Office - Référentiel / Données de marché H/F

Lieu : 92 (Proche Paris) Accessible Métro
Type de contrat : CDD jusqu'à fin décembre, renouvelable
Salaire : 38-42 K
Début : ASAP
Expérience : Expérience en Back Middle Office, Formation en Finance de marché, Connaissance des instruments financiers, aisance avec Excel, VBA

Vous avez une expérience en Finance de marché et vous sentez à l'aise avec la manipulation de données et les outils informatisuqes (Excel, VBA, Acess) ? Nous avons alors un poste parfait pour vous !
Kelly Banque recrute pour le compte d'une Banque basée à Paris un / une Gestionnaire Middle Office / Référentiel (Data Controller).

Vos principales missions :

Recevoir du valorisateur et / ou des sociétés de gestion les informations relatives aux caractéristiques des fonds

Intégrer et mettre à jour ces informations dans le référentiel central CFR

Intégrer et mettre à jour ces informations dans les autres bases de données dédiées

Contrôler la cohérence et la qualité des informations présentes dans ces bases de données

Rechercher et régler les anomalies

Effectuer le suivi administratif, le classement et l'archivage liés à la gestion de ces bases de données.

Assurer la mise en place et le suivi des Frais Indirects

Assurer le suivi et la diffusion d'informations concernant le détachement des OPC

Assurer la mise en place et le suivi du paramétrage des frais de gestion dans l'outil comptable GP3 France.

Assurer la formation de ses collègues dans son domaine de spécialité

Convaincu(e) que vous êtes la bonne personne pour ce poste ? Alors ne tardez plus, postulez au plus vite à cette annonce.
PROFIL : Expérience : Expérience en Back Middle Office, Formation en Finance de marché, Connaissance des instruments financiers, aisance avec Excel, VBA, Access",,38000.0 - 43000.0,Contrat à durée déterminée - 4 Mois,Débutant accepté,,,Cadre,Activités des agences de travail temporaire,,,,,75,PARIS 01,2023/08/16
Lead Data Scientist,"POSTE : Lead Data Scientist H/F
DESCRIPTION : Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement et de bien-être de nos candidats est notre priorité.

Notre client créé des solutions de traitement automatisé des dossiers, en exploitant les techniques d'intelligence artificielle pour classer et extraire les données.

Vous travaillerez en étroite collaboration avec le CTO et managerez une équipe de 3 Seniors Data Scientist. Vos missions seront de :
-  Mener le développement de notre suite de produits, en contribuant à l'amélioration des solutions d'extraction de documents, de classifications, de détections de fraude, d'analyse de données et de générations de rapports.
-  Travailler avec différents types de données, y compris des données structurées, du texte libre, des documents PDF et des images, pour développer, tester et améliorer des modèles pour nos différents besoins.
-  Superviser la mise en production de ces modèles en étroite collaboration avec l'équipe de ML Ops.
-  Automatiser des tâches de labellisation, de vérification de données et de suivis de performance de modèles en production.
-  Accompagner et guider les différents membres de l'équipe data science
PROFIL : Compétences requises :
-   Vous avez entre 5 et 10 ans d'expérience en Data Science et avez occupé une fonction de Lead/Manager.
-   Vous avez une appétence pour les projets R&D, vous êtes curieux et aimez aller chercher des solutions innonvantes
-   Vous avez déjà travaillé sur des projets  autour du traitement de données dans des documents complexe
-   Vous avez de solides compétences en programmation
-   Vous avez déjà mis en production vos modèles de machine learning
-   Vous parlez français et anglais

Compétences appréciées :
-   Vous avez déjà travaillé sur des sujets NLP et Computer Vision
-   Vous avez envie de d'apprendre et maîtrise les aspects commerciaux des produits",,65000.0 - 85000.0,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Conseil pour les affaires et autres conseils de gestion,,,,,75,PARIS 01,2023/08/16
Data analyst,"Description du poste :
Manpower DIGITAL LILLE recherche pour son client, un acteur du secteur de la beauté, un profil Web analyst sénior (H/F) pour les accompagner dans une migration d'outils / logiciels.
- Assurer une collecte de datas de qualité dans les différents outils mis à disposition, veiller à ce que la donnée reste qualitative et réaliser des tests pour s'en assurer.
- Concevoir et enrichir les plans de taguage de nos différents outils en s'appuyant sur les besoins des métiers afin de faciliter la lecture de la performance commerciale. Être garant de son évolution et de son maintien.
- Analyser la performance du site e-commerce au quotidien de manière à remonter des points d'alerte, des opportunités et émettre des pistes de recommandations aux différents métiers.
- Fait évoluer les dashboards d'analyse et collaborer avec les équipes pour qu'ils aient les Kpis nécessaires à la mesure de leur activité et le cas échéant proposer un moyen de capter cette nouvelle donnée.
- Concourir au bon développement de l'utilisation des différents outils dans l'entreprise et rendre possible l'autonomie des équipes sur leurs kpis, analyses et dashboards.
- Contribuer activement au développement de la connaissance du parcours clients e-commerce et omnicanal via les études, les reportings et les usages des datas digitales.
- Travailler en interne et avec le groupe Douglas des missions permettant l'amélioration des performances et facilitant la mise en œuvre des actions (projets, data, UX?)
- Assurer une veille sur l'évolution du marché, des tendances, et de la concurrence
Passionné(e) par le web et le digital, et fort d'une expérience réussie dans le domaine de la Webanalyse, vous avez envie de contribuer au développement du e-commerce au sein d'une équipe dynamique et ambitieuse.
Votre capacité d'analyse, votre connaissance des différents outils de tracking et votre capacité d'adaptation vous permettent d'être reconnu dans votre secteur d'activité. Vous avez déjà travaillé sur GTM et Data studio et avez idéalement une première expérience sur Adobe analytics.
Vous maitrisez parfaitement la langue française et disposez d'un niveau d'anglais professionnel.
Votre sens de l'organisation, votre rigueur, votre pédagogie vous permettent d'occuper pleinement votre poste et de remplir vos missions avec succès.
Salaire à partir de 45k fixe.
Dans le cadre de sa politique diversité, Manpower étudie, à compétences égales, toutes candidatures dont celles de personnes en situation de handicap",,,Contrat à durée indéterminée,Expérience exigée de 1 An(s),,,,,,"Cette offre d'emploi est publiée par Manpower (créateur de solutions pour l'emploi tous types de contrat CDI, CDD et Interim) pour le compte d'un de ses clients.","Cette offre d'emploi est publiée par Manpower (créateur de solutions pour l'emploi tous types de contrat CDI, CDD et Interim) pour le compte d'un de ses clients.",,59,VILLENEUVE D ASCQ,2023/08/17
Consultant Data - Business Intelligence,"POSTE : Consultant Data - Business Intelligence H/F
DESCRIPTION : Leurs clients ne sont pas des grands comptes, mais plutôt des PME et ETI locales.

Leur crédo ? La polyvalence ! Chaque consultant peut être amené à évoluer sur des missions de chefferie de projet, en fonction des besoins et des envies.

Les missions du Consultant Data / Business Intelligence sont :

-  Accompagner l'équipe commerciale aux phases d'avant-vente
-  Réaliser des audits techniques et/ou fonctionnels
-  Participer au recueil des besoins et à la rédaction du cahier des charges
-  Conseiller les clients dans l'orientation du choix de leur process, outils et indicateurs
-  Contribuer à la construction et au développement de la solution
-  Dispenser des formations techniques
PROFIL : Votre profil
-   Vous disposez d'une expérience d'au moins 4 ans HORS alternance
-   Vous maitrisez PowerBI, Qlik ou SAP BO
-   Vous avez quelques notions de Talend et/ou Snowflake
-   Idéalement, vous avez déjà travaillé dans un environnement Azure",,40000.0 - 45000.0,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Conseil pour les affaires et autres conseils de gestion,,Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement...,Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement...,"talend, snowflake",69,LYON 01,2023/08/16
Consultant.e Data Management,"POSTE : Consultant.e Data Management H/F
DESCRIPTION : Expert dans les domaines du conseil et de la transformation digitale, notre client collabore avec les partenaires intégrateurs des principales solutions du marché : QlikView, QlikSense, Tableau, Power BI, DigDash, Talend, Jedox, Board.

Missions

Vous apporterez votre expertise fonctionnelle aux clients pour mettre en oeuvre les solutions proposées, en intégrant l'équipe de Data Management.

Vous développerez votre expertise notamment sur la solution Talend (Data integration) et SSIS en intervenant dans la mise en oeuvre de projets variés.

-  Apporter votre expertise sur les problématiques clients
-  Appliquer les spécifications fonctionnelles et/ou techniques de nos clients
-  Concevoir et paramétrer des solutions pour l'intégration de données
-  Rédiger ou mettre à jour la documentation technique
-  Partager et diffuser les bonnes pratiques rencontrées lors des projets
-  Assurer le support des projets développés
-  Piloter les projets et gérer la relation client (selon votre expérience)
PROFIL : Vous justifiez d'au moins deux ans d'expérience sur une fonction similaire.

Compétences requises :
-   Connaissances dans le domaine décisionnel (ETL, SGBD, langage SQL)
-   Maîtrise de Talend ou autre logiciel d'intégration de données
-   Capacité d'adaptation pour gérer du multi-projets
-   Esprit critique et d'analyse
-   Curiosité

Compétences appréciées :
-   Vous avez une connaissance de l'architecture cloud
-   Vous êtes familier avec Snowflake ou Data Build Tool",,35000.0 - 45000.0,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Conseil pour les affaires et autres conseils de gestion,,Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement...,Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement...,"tableau, power bi, qlikview, talend, snowflake",69,LYON 01,2023/08/16
Manager Data Development,"POSTE : Manager Data Development H/F
DESCRIPTION : Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement et de bien-être de nos candidats est notre priorité.

Notre client, spécialisé dans la microbiologie alimentaire, recherche un Manager Data Development H/F, basé dans l'ouest lyonnais.

Rattaché au Directeur Data Analytics & Data Management, vous managerez une équipe de développeurs et serez en charge de la livraison et de la maintenance des solutions d'intégration et d'analyse de données.

Vos missions seront de :
-  Manager une équipe de 5 data developers, qui travaillent sur des sujets d'intégration et d'EDI, de Data Analytics et de Data Gouvernance
-  Être le lead technique de la Data Factory
-  Échanger avec les autres équipes au sujets des interfaces et de la data
-  Gérer la roadmap et les budget des projets data, en collaboration avec la Chief Data Manager et Product Owner
PROFIL : Compétences requises :
-   Vous parlez anglais couramment
-   Vous avez déjà managé une équipe de profils seniors, vous avez de grandes capacités managériales et savez embarquer votre équipe dans les projets
-   Vous avez entre 6 à 8 ans d'expériences sur des missions ETL, d'intégration d'interfaces, et de construction d'entrepôts de données
-   Vous connaissez les méthodes agiles (scrum)
-   Vous savez et aimez être dans la technique (pour être un appui auprès de votre équipes)
-   Vous avez un excellent sens de la communication

Compétences appréciées :
-   Vous avez déjà travaillé avec l'ETL Boomi et/ou Redshift
-   Vous avez déjà travaillé dans un contexte international
-   Vous parlez une autre langue que l'anglais et le français",,50000.0 - 60000.0,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Conseil pour les affaires et autres conseils de gestion,,,,,69,LYON 01,2023/08/16
Chef de Projet Data Intelligence - Bi,"POSTE : Chef de Projet Data Intelligence - Bi H/F
DESCRIPTION : Ce client met un point d'honneur à l'accompagnement dans la carrière de ses collaborateurs et surtout la certification. Aujourd'hui, il compte 20 collaborateurs qui ne connaissent pas d'inter contrat. Chaque consultant est écouté et accompagné dans son souhait de carrière. Cela se traduit par un taux de turn over avoisisant les 0%.

Vous serez acteur de la société en aidant au développement des pôles "" Service "" et "" Conseil "". En travaillant avec une équipe organisée en mode agile ou classique, vous êtes l'interface entre nos clients, les développeurs et les directeurs de pôles.

Vous intervenez sur le pilotage des différentes phases d'un projet en assurant la qualité des livrables ainsi que la bonne gestion du planning et du budget associé. Votre expertise permet d'apporter de la valeur aux projets.

Vous pouvez également participer activement aux avant-ventes : chiffrage, réponse à appel d'offres, rédaction des réponses techniques et fonctionnelles, évaluation des charges, soutenance. Vous pouvez intervenir sur des missions de Conseil (cadrage, aide au choix d'outil).

Aimer interagir auprès de grands comptes et d'interlocuteurs de haut niveau est une condition facilitant une prise rapide d'autonomie et de responsabilités. Ainsi, vous deviendrez un acteur(rice) primordial(e) du développement de l'entreprise.
PROFIL : Proactif(ve), curieux(se) et passionné(e), vous possédez une formation Bac +5 ou d'ingénieur. Votre cursus scolaire et/ou professionnel doit justifier d'une expérience notable dans un métier en lien avec la Data. La pratique de l'anglais est un plus.

Vous maîtrisez les concepts de base de données, les outils de la suite MSBI (SQL Server, SSIS, SSAS, SSRS) dont PowerBI. La maîtrise de la plateforme Azure et des nouveaux outils (Data Factory, Synapse, DataWarehouse) est un plus. Une connaissance des outils de datavisualisation comme QlikView, QlikSense est également intéressant.",,40000.0 - 60000.0,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Conseil pour les affaires et autres conseils de gestion,,Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement...,Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement...,"qlikview, sas",69,LYON 01,2023/08/16
Consultant.e Data Visualisation,"POSTE : Consultant.e Data Visualisation H/F
DESCRIPTION : Expert dans les domaines du conseil et de la transformation digitale, notre client collabore avec les partenaires intégrateurs des principales solutions du marché : QlikView, QlikSense, Tableau, Power BI, DigDash, Talend, Jedox, Board.

Missions

Vous apporterez votre expertise fonctionnelle aux clients pour mettre en oeuvre les solutions proposées, en intégrant l'équipe de Data Visualisation. Vous développerez votre expertise sur des solutions comme Power Bi, Tableau, Qlik, DigDash, en intervenant dans la mise en oeuvre de projets innovants.

-  Spécifier les besoins fonctionnels et techniques de nos clients
-  Modéliser les besoins dans la structure de la base de données de nos outils
-  Définir et construire les KPI
-  Travailler le design et l'ergonomie des tableaux de bord
-  Apporter votre expertise sur les problématiques clients
-  Piloter les projets et gérer la relation client (selon votre expérience)
PROFIL : Vous justifiez d'au moins deux ans d'expérience sur une fonction similaire.

Compétences requises :
-   Connaissances dans le domaine décisionnel
-   Maîtrise d'au moins un outil de data visualisation (Talend, Qlik)
-   Très bon relationnel et sens de l'écoute
-   Esprit d'analyse et de synthèse

Compétences appréciées :
-   Aisance en anglais (écrit/parlé)
-   Expérience en gestion de projet",,35000.0 - 45000.0,Contrat à durée indéterminée,Expérience exigée,,,Cadre,Conseil pour les affaires et autres conseils de gestion,,Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement...,Smily RH est un cabinet de recrutement à taille humaine spécialisé sur les métiers des fonctions supports sur toute la France. Notre volonté est de répondre au plus près de vos envies et de votre ambition. Nous vous conseillons et vous accompagnons dans l'intégralité de votre processus de recrutement afin d'atteindre un objectif commun : la joie et la sérénité. Vous souhaitez évoluer vers de nouvelles opportunités ? Vous avez envie de changement ? Le potentiel de développement...,"tableau, power bi, qlikview, talend",69,LYON 01,2023/08/16
Gestionnaire Master Data,"POSTE : Gestionnaire Master Data H/F
DESCRIPTION : Adsearch, cabinet de conseil en recrutement, vous propose un CDD de 6 mois en tant que Gestionnaire Master Data chez un grand compte français de l'agroalimentaire.

Poste :

Vous rejoignez une entreprise agroalimentaire connue de tous les français.

Rattaché(e) au responsable Master Data de la société vous interviendrez sur les périmètres fournisseurs et articles des marques du groupe.

Votre rôle au quotidien sera :

-  Collecter les informations nécessaires à la création des articles et fournisseurs et animer les contributeurs de la donnée si certaines données sont manquantes ou erronées.

-  Créer et mettre à jour les fiches produits et fournisseurs sous SAP en respectant des process définis

-  Assurer la maintenance/nettoyage de données/mise à jour des données dans SAP pour les articles et fournisseurs afin de maintenir le niveau de qualité des données

-  Être support de l'application PLIM auprès des utilisateurs internes et lien avec les équipes techniques de l'outil, y compris les tests et validations des évolutions ou sur les tickets d'incident de l'application

-  Assurer le référencement des produits chez les distributeurs via les catalogues GDSN en lien avec les équipes commerciales par la synchronisation des données produits avec les catalogues

-  Gérer et animer des KPIs définis de manière mensuelle / Être support à la production de tableaux de bord et dindicateurs en lien avec les extractions de données, ainsi qu'une veille sur le périmètre Master Data

-  Assister à la mise à jour des process et modes opératoires des outils ERP ou PLIM

Gérer le cycle de vie des produits dans le PLIM ou dans SAP en lien avec les équipes marketing / commerciales

-  Contribuer à des opérations de mises à jour en cas de nouvelles réglementations, nouveaux besoins métiers, etc.
PROFIL : Titulaire d'un Bac +2/3, vous justifiez d'une première expérience en tant que Gestionnaire de données ou Master Data (stage ou alternance inclus).

Vous avez idéalement acquis cette expérience dans le secteur de la distribution ou agroalimentaire.

La maîtrise de SAP est impérative (version S/4HANA).
Vous avez de bonnes compétences sur Excel et un outil de GDSN Data Pool.

Vous excellez dans la manipulation de données.

Poste basé à Lyon 8ème, quartier Monplaisir.
Démarrage prévu courant Septembre.

Salaire selon profil entre 25 et 28K€ + avantages :
13ème mois, prime vacances, intéressement, participation, car déjeuner, comité d'entreprise",,21000.0 - 27000.0,Contrat à durée déterminée - 6 Mois,Expérience exigée,,,Technicien,Activités des sociétés holding,,"Adsearch vous propose des milliers d''opportunités de carrières dans toute la France pour les profils d''experts, cadres et managers. Que ce soit pour un emploi ou pour une mission, Adsearch c''est le cabinet de recrutement qu''il vous faut ! Retrouvez toutes nos offres d'emploi en CDI, CDD, Intérim et Freelance sur notre site internet !","Adsearch vous propose des milliers d''opportunités de carrières dans toute la France pour les profils d''experts, cadres et managers. Que ce soit pour un emploi ou pour une mission, Adsearch c''est le cabinet de recrutement qu''il vous faut ! Retrouvez toutes nos offres d'emploi en CDI, CDD, Intérim et Freelance sur notre site internet !",tableau,69,LYON 01,2023/08/16
Data Marketing en Alternance,"POSTE : Data Marketing en Alternance H/F
DESCRIPTION : DESCRIPTION DU POSTE
-  Mettre à jour les bases de données
-  Exploiter les données pour optimiser leur stratégie et améliorer leur développement
-  Recueillir les besoins et habitudes de consommateurs pour cibler la communication et les actions de marketing visées et interagir avec les différentes équipes (commerciales, marketing) pour optimiser ces actions
-  Définir les indicateurs clés et les stratégies de data marketing pour accroître notre visibilités après des clients et ou prospects
-  Construire des outils de reporting et de synthèse d'aide à la prise de décision et de suivi de campagnes pour mesurer les ROI des campagnes.
PROFIL : PROFIL RECHERCHE
De formation supérieur Bac +3, vous souhaitez développer une expérience à destination d'une activité commerciale et marketing.
Avant tout passionné par le digital et l'intelligence artificielle, vous êtes autonome et aimez clarifier des enjeux complexes.
Vous avez, par ailleurs, une aisance relationnelle certaine et êtes parfaitement à l'aise avec Excel.",,,Contrat à durée déterminée - 24 Mois,Débutant accepté,,,Agent de maîtrise,Enseignement supérieur,,"RECRUTEMENT I MyDigitalSchool Angers, l'école des métiers du digital, recherche THE alternant pour accompagner une de ses entreprises partenaires. MyDigitalSchool, réseau de 18 écoles en France, forme aux métiers du digital de Bac à Bac +5. MyDigitalSchool Angers, implantée sur le Campus de l'ESPL, proposent des formations reconnues par l'Etat (Titres RNCP). Notre école supérieure vous accompagne de A à Z dans vos recherches d'entreprise d'accueil.","RECRUTEMENT I MyDigitalSchool Angers, l'école des métiers du digital, recherche THE alternant pour accompagner une de ses entreprises partenaires. MyDigitalSchool, réseau de 18 écoles en France, forme aux métiers du digital de Bac à Bac +5. MyDigitalSchool Angers, implantée sur le Campus de l'ESPL, proposent des formations reconnues par l'Etat (Titres RNCP). Notre école supérieure vous accompagne de A à Z dans vos recherches d'entreprise d'accueil.",,49,ANGERS,2023/08/16
