jobs,description,workhours,salary,contract_type,experience,diploma,skills,qualifications,industry,company,size,company_description,tools,ID_dep,ville,date
DATA ENGINEER,"Dans le cadre de son programme de transformation du système d'information décisionnel, INFOBAM, filiale IT de GBH, recherche son futur Data Engineer H/F. Vous aurez l'opportunité de travailler sur des technologies innovantes et pour divers secteurs d'activités du groupe (Grande distribution alimentaire et spécialisée, Distribution Automobile et Activités industrielles).

Rattaché au responsable du domaine DATA et BI, vous rejoignez une équipe à taille humaine, en apportant votre expertise et votre énergie sur notre projet de transformation Big Data.

A ce poste, vous êtes le maillon essentiel pour délivrer des données fiables à destination de nos métiers pour les activités de GBH en leur permettant de créer leurs nouveaux produits et services dans le cadre de leur développement.

Vous interviendrez sur le périmètre de la Réalisation, de l'Expertise et du Développement.

Vos missions seront les suivantes :

 * Vous assurez l'intégration des données issues de nos différents ERP, API pour optimiser et structurer la donnée ;

 * Vous développez sur TALEND et êtes rompu au développement sous DBT (ou SQL) ;

 * Vous avez ce souci d'accompagner des équipes IT sur les notions de Data Cloud / Big Data ;

 * Vous assurez la transformation des données au travers de notre moteur d'exécution Snowflake, vous gérez toutes les notions de partage de la donnée, scalabilité et gestion de la performance dans le cloud.

 * Vous êtes garant de la qualité, de la sécurité des données restituées, ainsi que l'optimisation des développements permettant le traitement de volumes importants de données.
Vous êtes diplômé d'une formation Bac+5 (Ecoles d'ingénieur ou en cursus universitaire) et justifiez d'une expérience significative autour de la Data, la conception de bases de données et la maîtrise des notions d'intégration (ETL, ELT, ESB, API).

Vous avez un retour d'expérience sur le FINOPS d'une plateforme Cloud.

Expertise technique :

- Maîtrise des langages structurés (Talend, DBT, SQL)
- Connaissances avancées en solutions de bases de données
- Expertise sur le stockage de données et les outils ETL / ELT
- Maîtrise des technologies du Big DATA permettant le traitement et la manipulation de données (Kafka..)

Vous êtes capable de communiquer efficacement avec différents types d'interlocuteurs (profils fonctionnels et techniques).

Vous avez un esprit d'analyse et de synthèse, et vous êtes capable de travailler en équipe.

Vous avez le sens de la rigueur, du détail et de l'organisation.

En dehors du territoire ? Nous vous proposons un accompagnement à la mobilité.

Prêt à rejoindre l'aventure Infobam en Martinique ? N'attendez plus, postulez !",,,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,,Autres activités informatiques,GBH,"INFOBAM (www.infobam.fr), filiale IT du Groupe gère l'ensemble des métiers et solutions informatiques déployées chez GBH.

Nos équipes interviennent sur des projets variés (Infrastructures, ERP, BI, Web, E-commerce.) et sur le support aux utilisateurs","INFOBAM (www.infobam.fr), filiale IT du Groupe gère l'ensemble des métiers et solutions informatiques déployées chez GBH.Nos équipes interviennent sur des projets variés (Infrastructures, ERP, BI, Web, E-commerce.) et sur le support aux utilisateurs","talend, snowflake",972,LE LAMENTIN,2023/08/08
Développeur / Développeuse Big Data,"Définition de la prestation :

Les principales activités sont :
- Concevoir et développer les applicatifs de Suivi Automatique
- Contribuer à la définition des choix techniques et méthodes à utiliser
- Participer à la définition de la solution en tenant compte du besoin de standardisation et de rationalisation
- Préparer, réaliser ou faire évoluer les écosystèmes de façon qu'ils répondent aux exigences des produits
- Accompagner, résoudre les problèmes
- Assurer la qualité de la construction des applications en édictant les critères de qualité et de tests et s'assurer de leur bonne mise en œuvre et de leur maintenabilité dans le temps

A propos de vous :
- Vous avez la connaissance des environnements techniques suivant : Python, tableau software, Alteryx, R
- Vous avez une bonne capacité d analyse et êtes autonome",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Blue-Consulting,,,"tableau, alteryx",79,BESSINES,2023/08/08
Développeur / Développeuse Big Data,"Bonsoir à toutes et à tous !

Je travaille avec l'un des plus grands opérateurs de systèmes d'information en France, qui a besoin d'un expert/référent Zscaler pour agir en tant que chef de file pour les ingénieurs de support n2 et l'équipe d'exécution sur le grand projet Zscaler sur lequel le client travaille. Ce poste est une excellente occasion d'accroître votre expérience fonctionnelle et de prendre la direction d'un expert Zscaler et d'être un décideur clé.

Rôle : Référent Technique Zscaler
Lieu de travail : Paris
Durée du contrat : Long terme
Date de début : ASAP
Distance : 2 jours par semaine à distance

Le client est actuellement en pleine restructuration de son unité commerciale et a besoin d'une personne pour prendre en charge l'équipe Run et être le référent pour un grand projet à l'échelle de Zscaler chez ce client.

Les exigences :

Vous êtes en charge de la mise en place d'un système de gestion de l'information et de la communication (SIG).
Créer et mettre en place de nouveaux processus pour cette réorganisation.
Travailler avec l'équipe BUILD pour assurer un transfert efficace entre le BUILD et le RUN lors de la mise en production de la solution.
Diriger une équipe d'ingénieurs support N2 et être là pour les soutenir s'il y a des escalades sur Zscaler qu'ils ne sont pas en mesure de résoudre.
Technologies :

Vous avez de l'expérience dans les technologies de réseau et de sécurité telles que Cisco, une forte expérience sur le produit Zscaler ainsi que sur d'autres produits de sécurité, une expérience sur Cisco ISE est un plus.

Si vous êtes intéressé(e) par ce poste, n'hésitez pas à nous contacter pour ne pas le rater.",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Phaidon London- Glocomms,,,,75,PARIS 01,2023/08/08
Data Engineer,"NEXTON recrute un DATA ENGINEER H/F, en CDI, à Bordeaux !
 
 Qui sommes-nous ?
 
 NEXTON c'est avant tout une entreprise qui accompagne ses clients dans leur transformation digitale. Tous les jours, nous travaillons avec des grands comptes et des pures players (SNCF, Orange, BNP PARIBAS.).
 
 Nous sommes experts du digital aussi bien sur de l'accompagnement stratégique qu'opérationnel. 
 
 Fort du succès, NEXTON connaît aujourd'hui un développement significatif, autour de ses valeurs piliers : cohésion, confiance et performance.
 
 Et pour toi ? Notre politique de développement des compétences dynamique saura te séduire avec un programme de suivi de carrière sur-mesure.
 
 Contexte : 
 
 Nous recherchons un Data Engineer pour notre client grand compte leader dans les logiciels et systèmes de découpe automatique.
 
 Les missions : 
 

 * Tu participes aux études et phases exploratoires des projets Data,
 * Tu réalises en équipe la conception et l'implémentation des solutions en gardant un haut niveau de qualité,
 * Tu livres régulièrement de la valeur en production et tu sais mettre les outils nécessaires à la supervision de votre développement,
 * Tu participes à l'amélioration continue de l'équipe (pratiques de développement, organisations d'équipe, etc),
 * Tu recherches la techno la plus adaptée pour garantir la sécurité, la scalabilité des solutions et l'expérience utilisateur la plus optimale.
De formation supérieure, tu as un profil Data ou Développeur Back-end expérimenté avec plus de 4 ans d'expérience ainsi qu'une forte appétence pour les bases de données.

Tu recherches le sens et la valeur des fonctionnalités qui te sont demandées, tu aimes développer en suivant les bonnes pratiques dans un environnement en intégration continue.
 Tu as l'habitude de travailler en équipe et de partager ton point de vue.
 

De plus, tu connais au moins un de ces composants des Data Platform modernes (Apache Spark, Apache Kafka, Apache Airflow, Azure Datalake, Snowflake, ...) et tu maîtrises un langage de développement (Scala, Java, Kotlin).
 

Enfin, tu sais structurer la donnée pour la rendre le plus facilement exploitable.
 

 
NEXTON c'est aussi et surtout de nombreux moments de rencontres tout au long de l'année :
 
 - Des communautés : 2 Meet Up par mois pour partager et échanger avec des experts
 
 - De nombreux moments de rencontres professionnels et extra professionnels tout au long de l'année
 
 - Des moments privilégiés avec ton manager
 
 
 Prêts à nous rejoindre ? Rencontrons-nous !",,35000.0 - 55000.0,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,,Portails Internet,Nexton Consulting,.,.,"apache spark, apache kafka, snowflake, apache airflow",33,BORDEAUX,2023/08/08
Data scientist,"Nous poursuivons notre développement dans le Sud-Est et recrutons un(e) Ingénieur(e) développeur(se) middleware & IHM expert C++ Qt sous Windows pour l un de nos clients situé à Aix en Provence dans le cadre d un projet dans le domaine de la Défense.Mission :Intégré(e) à une petite équipe de développement, vos principales missions seront :- Participation à la rédaction de spécifications et de tests (selon votre expérience)- Conception et développement de nouveaux modules & d évolutions en C++ / Qt (middleware et/ou IHM)- Intégration logicielle- Tests unitaires- Analyse et corrections de bugsEnvironnement technique : Windows, C++/Qt, PostgreSQL, SQL, UML, DIS, LDT, Enterprise Architect (Sparx), Redmine, Testlink, etc.",,,Profession libérale,Expérience exigée de 5 An(s),,,,,CELAD,,,postgresql,13,AIX EN PROVENCE,2023/08/08
CONSULTANT DATA POWER BI,"Dans le cadre de son programme de transformation du système d'information décisionnel, INFOBAM, filiale IT de GBH, recherche son futur Consultant Data Power BI H/F. Vous aurez l'opportunité de travailler sur des technologies innovantes et pour divers secteurs d'activités du groupe (Grande distribution alimentaire et spécialisée, Distribution Automobile et Activités industrielles).

Rattaché au responsable du domaine DATA et BI, vous rejoignez une équipe à taille humaine, en apportant votre expertise et votre énergie.

 

 

A ce titre, vos missions seront les suivantes :

 * Participer aux ateliers de cadrage et d'expression de besoins avec les métiers ;

 * Adresser vos besoins aux équipes en charge d'assurer la mise à disposition des données en provenance des ERP métiers ;

 * Réaliser de la modélisation de données ;

 * Contribuer à la préparation des données avec Power Query et Power BI ;

 * Concevoir et mettre à disposition des rapports et Dashboard ;

 * Accompagner les métiers au cours de la phase de recette des rapports et dans l'adoption des principes de Data Viz et de la solution Power BI.

 

Environnement technique

 * Connaissance des langages SQL, DAX, DBT et Python
 * PowerBI/PowerQuery
 * Maîtrise des concepts de modélisation de données
Vous êtes diplômé d'une formation Bac+5 (Ecoles d'ingénieurs ou en cursus universitaire) avec une spécialisation BI/ Data Analytics et justifiez d'une expérience significative dans la mise en œuvre de la solution Power BI.

Vous êtes attaché à la qualité des données restituées et force de proposition pour identifier et mettre en œuvre des actions curatives / correctives pérennes.

Vous êtes soucieux de la qualité visuelle de vos livrables (documents, tableaux de bords, etc.) afin de garantir une expérience utilisateur réussie.

Vous êtes également capable de communiquer efficacement avec différents types d'interlocuteurs (profil métiers, fonctionnels et techniques).

Vous avez un esprit d'analyse et de synthèse, et vous êtes capable de travailler en équipe.

Vous avez le sens de la rigueur, du détail et de l'organisation. En dehors du territoire ? Nous vous proposons un accompagnement à la mobilité.

Prêt à rejoindre l'aventure Infobam en Martinique ? N'attendez plus, postulez !",,,Contrat à durée indéterminée,Expérience exigée de 4 An(s),,,,Autres activités informatiques,GBH,"INFOBAM (www.infobam.fr), filiale IT du Groupe gère l'ensemble des métiers et solutions informatiques déployées chez GBH.

Nos équipes interviennent sur des projets variés (Infrastructures, ERP, BI, Web, E-commerce.) et sur le support aux utilisateurs","INFOBAM (www.infobam.fr), filiale IT du Groupe gère l'ensemble des métiers et solutions informatiques déployées chez GBH.Nos équipes interviennent sur des projets variés (Infrastructures, ERP, BI, Web, E-commerce.) et sur le support aux utilisateurs","tableau, power bi",972,LE LAMENTIN,2023/08/08
Data scientist,"Notre client dans la grande distribution mène un projet qui abordera les problématiques suivantes :   détection des liens entre les produits (produits d'une même gamme, conditionnement similaire,  )   simulation des ventes en fonction du prix en modélisant donc le phénomène d'élasticité prix, ainsi que les autres effets influant les ventes (promotions, ruptures, concurrence,  )   optimisation des prix par rapport à différents objectifs financiers, en s'appuyant sur les simulations de ventes, et en prenant en compte différentes contraintes économiques, concurrentielles

Pour ce projet Pricing Analytics, le client recherche un.e data scientist senior qui rejoindra une équipe agile constituée d'un.e PO, de data scientists (pour certains spécialisés en recherche opérationnelle), un.e data engineer et un.e data analyst.

En tant que Data Scientist Senior, vous rapporterez à un Data science Manager.

Missions

  recueillir les besoins, et aligner la construction des solutions analytiques & techniques aux enjeux métier et business; concevoir des protocoles de test et de mesure rigoureux, en prenant en compte leurs contraintes;

  contribuer itérativement au projet en tant que data scientist : collecte des données et préparation, modélisation, développement, revue de code, déploiement des solutions, suivi de l'impact;

  communiquer efficacement sur les approches auprès de publics non spécialistes;

  être garant des méthodologies de science des données et de développement logiciel de l'équipe (facilitant notamment la qualification des sous-projets, les développements itératifs, l'industrialisation des solutions, leur maintenabilité, la mesure et le suivi de leur performance)   discuter les choix techniques avec l'équipe, arbitrer en cas de besoin

Prérequis techniques

Python, SQL, Docker, Git, Cloud provider (GCP idéalement)",,,Profession libérale,Expérience exigée de 5 An(s),,,,,ARDEMIS PARTNERS,,,docker,91,MASSY,2023/08/08
Développeur / Développeuse Big Data,"Résumé du poste :
- En tant qu'ingénieur Active Directory de niveau 3, vous serez responsable de la conception, de la mise en œuvre et de la maintenance de l'infrastructure Active Directory (AD) de l'organisation. Vous travaillerez en étroite collaboration avec l'équipe informatique, les administrateurs système et d'autres acteurs technologiques afin de garantir un environnement AD sécurisé, efficace et fiable qui réponde aux exigences de l'entreprise.
- Vous jouerez un rôle clé dans le dépannage et la résolution de problèmes complexes liés à l'AD, en fournissant un soutien de niveau expert et en contribuant à la stratégie à long terme de l'infrastructure AD.

Responsabilités :
- Conception et mise en œuvre : Planifier, concevoir et déployer l'infrastructure Active Directory
- Gestion de l'infrastructure AD
- Dépannage et résolution des problèmes
- Sécurité de l'Active Directory
- Réplication AD et reprise après sinistre
- Gestion des stratégies de groupe
- Scripting PowerShell
- Intégration d'AD avec d'autres technologies
- Documentation et rapports",,,Profession libérale,Expérience exigée de 2 An(s),,,,,Phaidon London- Glocomms,,,,92,NANTERRE,2023/08/08
DATA MANAGER,"Dans le cadre de son programme de transformation du système d'information décisionnel, INFOBAM, filiale IT de GBH, recherche son futur Data Manager H/F. Vous aurez l'opportunité de travailler sur des technologies innovantes et pour divers secteurs d'activités du groupe (Grande distribution alimentaire et spécialisée, Distribution Automobile et Activités industrielles).

Rattaché au responsable du domaine Data & BI, au sein d'une équipe à taille humaine, vous avez pour mission de cartographier, structurer, normaliser et unifier des données à partir de sources multiples. Vous aurez également en charge de suivre et piloter la qualité des données délivrées, de mettre en œuvre les processus adéquates pour rendre opérationnelle la gouvernance de notre plateforme DATA. 

A ce titre, vos missions seront les suivantes :

Auditer les données dans une logique d'amélioration continue :

 *  Cartographier les données métiers et les documenter.
 *  Cartographier les usages de la donnée et leur valeur associée.
 * Identifier, outiller, déployer les process et bonnes pratiques nécessaires à une gestion proactive de la qualité des données tout en veillant à leur bonne application.

Mettre en place des outils/KPIs/tableaux de bord permettant le suivi de la qualité des données ;

Définir, organiser et implémenter les processus adéquates pour rendre opérationnelle la gouvernance Data (instances, communications.) en s'appuyant sur les différents experts Data de l'organisation ;

Définir, diffuser, accompagner et suivre les utilisateurs de la Data dans la bonne compréhension de leurs rôles et responsabilités sur l'ensemble de la chaine de valeur ;

Promouvoir les objectifs d'une démarche « Data Management » dans l'organisation (stratégie, processus, valeur).
Vous êtes diplômé d'une formation Bac+5 (Ecoles d'ingénieurs ou en cursus universitaire) avec une spécialisation BI ou Data, vous êtes passionné(e) par le monde de la Data et justifiez d'une expérience dans le domaine du « Data Management ».

Vous avez une bonne connaissance des langages SQL, DAX, DBT et Python.

Une expérience sur la confidentialité des données pour conduire la gouvernance et l'éthique des données (GDPR) serait appréciée.

Vous avez le sens de la rigueur, du détail et de l'organisation.

Doté d'un esprit d'analyse et de synthèse, vous êtes reconnu pour vos capacités à prioriser les tâches, en mode projet et transverse, tout en gérant de multiples projets dans un environnement dynamique.
 
En dehors du territoire ? Nous vous proposons un accompagnement à la mobilité.

Prêt à rejoindre l'aventure Infobam en Martinique ? N'attendez plus, postulez !",,,Contrat à durée indéterminée,Expérience exigée de 3 An(s),,,,Autres activités informatiques,GBH,"INFOBAM (www.infobam.fr), filiale IT du Groupe gère l'ensemble des métiers et solutions informatiques déployées chez GBH.

Nos équipes interviennent sur des projets variés (Infrastructures, ERP, BI, Web, E-commerce.) et sur le support aux utilisateurs.","INFOBAM (www.infobam.fr), filiale IT du Groupe gère l'ensemble des métiers et solutions informatiques déployées chez GBH.Nos équipes interviennent sur des projets variés (Infrastructures, ERP, BI, Web, E-commerce.) et sur le support aux utilisateurs.",tableau,972,LE LAMENTIN,2023/08/08
Développeur python - innovation et data,"Vous souhaitez intégrer une équipe dynamique, en plein développement, et être amené(e) à rencontrer des start-up ? Rejoignez-nous !

Au sein du département des fonctions transverses (COO) opérant pour l'ensemble des équipes d'Audit et d'Inspection du Groupe implantés en France et à l'international, l'alternant(e) intégrera l'équipe innovation et assistera le Chief innovation Officier. Les développements se feront en mode agile avec une très forte proximité du métier. L'alternant(e) participera aux différents échanges avec les opérationnels et décisionnaires et aura la possibilité de proposer ses idées.

En tant qu'alternant(e) développeur(se) vous serez amené(e) à utiliser différentes technologies telle que Python, Django, Javascript, Docker / Kubernetes, Hadoop, API REST. De nombreux projets intègrent une composante ""Data science"" telles que des modèles de machine learning (supervisés, non supervisés), du textmining ou de la visualisation de donnée. Les développements se feront en mode agile.

Concrètement, vous serez amené(e), à :

 * Développer des outils web variés en forte proximité avec le métier. Être force de proposition sur le choix des technologies et des méthodes Data à utiliser.
 * Gérer des projets de bout en bout : gestion de projet, planification, organisation des travaux, démonstrations aux utilisateurs dans le respect de la méthodologie projet sélectionnée.
 * Participer au processus d'innovation du département en contribuant à la veille technologique, la cartographie des initiatives et collecte des idées, la priorisation des besoins.
* Vous préparez votre BAC +4 ou 5 de type Université, école d'Ingénieur ou de Commerce avec une spécialisation en Gestion / Développement de projets / Innovation ou Développement IT.
 * Vous possédez de solides compétences de développement informatique (Python, Javascript, la maîtrise de Django serait un plus ainsi que des connaissances en Data Science). Vous avez déjà créé et déployé des applications web. 
 * Un esprit d'analyse ainsi que de bonnes capacités relationnelles et organisationnelles sont indispensables pour ce poste.
 * De fortes capacités d'innovation sont indispensables pour ce poste.
 * You're fluent in English, vous êtes notre candidat(e) idéal(e) ! 

Pensez à accompagner votre CV de votre planning de formation !",35 H,,Contrat à durée déterminée - 12 Mois,Débutant accepté,,,,Programmation informatique,Societe Generale,"Société Générale, un des tout premiers groupes européens de services financiers et acteur important de l'économie depuis plus de 150 ans, accompagne au quotidien 30 millions de clients grâce à ses 133 000 collaborateurs présents dans 61 pays.","Société Générale, un des tout premiers groupes européens de services financiers et acteur important de l'économie depuis plus de 150 ans, accompagne au quotidien 30 millions de clients grâce à ses 133 000 collaborateurs présents dans 61 pays.","docker, kubernetes",92,PUTEAUX,2023/08/08
Chef de Projet Data,"En tant que Chef de Projet Data, vous êtes en charge d'industrialiser, fiabiliser l'administration de la donnée et déployer des tableaux de bord et outils permettant aux différents métiers internes d'accéder à l'information. Vous serez responsable de : 
 * Établir et actualiser la cartographie des informations,
 * Identifier les livrables et préparer les fichiers d'import,
 * Coordonner la maintenance et l'actualisation des données récurrentes : SIRET, données INSEE.
 * Centraliser et automatiser les reportings,
 * Exploiter de manière proactive la data pour des usages internes/externes : Construction de KPI, tableaux de bord.
Le poste est basé à Paris.
#impactpositif
Pour ce poste de Chef de Projet Data : 
 * Vous avez au moins une première expérience dans la gestion de la donnée, en interne ou en cabinet de conseil ;
 * Vous devez combiner un goût prononcé pour les chiffres, une capacité à travailler avec des interlocuteurs au profils variés tout en ayant une bonne gestion des priorités ;
 * Vous avez une appétence pour le data crunching et pour les systèmes d'information ;
 * Une connaissance de Power BI est un plus.",,45000.0 - 55000.0,Contrat à durée indéterminée,Expérience exigée de 1 An(s),,,,Activités d'ordre public et de sécurité,Michael Page,,,"tableau, power bi",75,Paris (Dept.),2023/08/08
Data Analyst - Groupe Airbus,"Vos missions seront : 
 * Mission de recueillir et extraire des données pour les traduire en statistiques,
 * Analyse et tri des données en fonction de leur pertinence et des problématiques de l'entreprise,
 * Vulgarisation des données extraites pour les Managers et équipes concernées,
 * Veille technologique.
Vous avez une formation d'Ingénieur avec une formation dans l'informatique et au moins 2 ans d'expertise dans le domaine en entreprise.
Logiciels : SAP, Google Suite, Click n'Staff ; développement light.
Langues : Anglais et français courant.",,30000.0 - 42000.0,Contrat à durée indéterminée,Expérience exigée de 1 An(s),,,,Construction aéronautique et spatiale,Page Personnel,,,,France,,2023/08/08
Data scientist,"Vous intégrerez une équipe possédant déjà des compétences en traitement d'image et en
traitement du langage, qui ont permis de lancer des projets autour de ces deux domaines avec,
pour premiers résultats, le renforcement de l'adhésion des acteurs opérationnels sur la valeur
des cas d'usages IA.
Vous porterez les projets en traitement du langage déjà lancés ou à venir, en vous appuyant
sur votre expérience opérationnelle avérée en la matière et sur un expert junior dans ce
domaine. Vous contribuerez, par ailleurs, aux autres projets de l'équipe en lien avec le
Traitement d'Image et de l'Advanced Analytics.

En intégrant une équipe qui développe et déploie des solutions à la fois innovantes et à la
pointe de la recherche académique :
- vous participerez à la conception et au développement de différentes briques d'Intelligence
Artificielle répondant aux ambitions ;
- en ayant l'opportunité de créer des outils d'intelligence artificielle grâce aux moyens
informatiques de l'équipe (4 cartes GPU P100, cluster big data, plate-forme Hadoop 3 avec
cartes GPUs V100 intégrées), en fonction de vos besoins, accompagné des équipes expertes
IT, et sans être contraint par l'utilisation de solutions de marché ;
- vous contribuerez également à faire évoluer l'environnement de travail Datascience existant.

En tant qu'expert IA, vous participerez à l'évolution de la feuille de route de l'équipe,
notamment pour qualifier les prérequis technologiques et les méthodologies adaptées. Vous
prendrez en charge le design et le développement de solutions adéquates pour mener à bien
les chantiers d'IA (prototype, pilote, industrialisation), en contribuant à l'estimation des
ressources nécessaires en quantité et en qualité. Vous pourrez vous appuyer sur les autres
experts IA de l'équipe et, le cas échéant, d'expertise externe que vous piloterez, sur le volet
datascience, au gré de vos besoins, en coordination avec les chefs projet IA. Vous aurez aussi
un rôle déterminant dans l'accompagnement des équipes IT jusqu'à l'industrialisation des
solutions développées.

Pour maintenir votre qualité de référent expert IA au sein du Groupe, vous
mettrez en œuvre les moyens de veille technologique et scientifique adaptés. Ainsi, vous
participerez à une communauté d'experts au sein du Groupe  et accompagnerez l'acculturation de
l'ensemble des métiers de LCL aux domaines de l'IA, avec l'équipe IA.


Profil recherché

Expérience académique complétée d'une expérience industrielle, ou développement d'une
solution industrialisée, dans le domaine du Traitement du Langage.

Niveau d'expérience minimum :
11 ans et plus

Compétences requises :
  Datascience / IA : NLP, NLU, text mining, image mining, statistics, Machine Learning
(Supervised & Unsupervised), Deep Learning, transfer learning, graph mining, process
mining, moteur de recommendation, Moteur de recherche, et technologies sémantiques.
  Plusieurs langages de programmation (Python, Pyspark, R, C++, etc)
  Framework : tensorflow, keras, fast.ai, pytorch, scikitlearn, pandas, NLTK, FastText, NLU
tools (Rasa, Snips, Luis, etc), Protégé
  Maîtrise de l'écosystème hardware : GPU, cluster de calculs distribués.
  Ingénierie des données (conteneur Docker)
  Forte culture   open source   et proposition des solutions innovantes
  Aisance dans la rédaction d'articles, la lecture d'articles scientifiques et leur implémentation.",,,Profession libérale,Expérience exigée de 10 An(s),,,,,Cherry Pick,,,"docker, tensorflow, pytorch, keras",75,PARIS 01,2023/08/08
Développeur BI/BIG DATA,"Envie de dynamiser votre carrière ? Passionné par la recherche de performance et le contact humain? En tant que Consultant(e) décisionnel, venez prendre part à nos projets, et soyez l'interface entre le métier et le SI décisionnel auprès de nos principaux clients.

Au sein de notre équipe décisionnel:

- Analyser les besoins utilisateurs
- Participer à la mise en oeuvre de solutions BI chez nos clients, de l'extraction des données à la restitution, en passant par la modélisation.
- Rédiger le cahier des charges et les spécifications fonctionnelles,
- Être responsable de la gestion de la recette (mise en place de la stratégie, établissement du cahier de tests, exécution et suivi)
- Être acteur de la conduite du changement (formation, assistance aux utilisateurs...)
De formation supérieure Bac+4 et ayant une ou plusieurs expériences dans le même poste, Vous maîtrisez un ou plusieurs outils décisionnels.(Datastage, Tableau Software, Talend, ...)
Vous êtes reconnu par votre esprit de synthèse et d'analyse
Compétences Techniques :
ETL et/ou DATA 
Modélisation dimensionnelle et optimisation de bases de données ;
Un outil de restitution
Langage d'interrogation de données (SQL, PL/SQL, T/SQL...)

Autres compétences clés attendues :
Capacité à rechercher des solutions
Motivé et rigoureux
Créativité et curiosité
Esprit d'équipe
Force de proposition
Langues : Français / La pratique de l'anglais est un plus",,35000.0 - 40000.0,Contrat à durée indéterminée,Expérience souhaitée de 3 An(s),,,,Programmation informatique,GFI,"Nous sommes une ESN agile et un groupe international. A l'ère de la post-transformation digitale, nous mettons tout en oeuvre pour que chacun de nos 27 000 collaborateurs puisse se renouveler perpétuellement, en vivant positivement son propre flow digital.

Chacun d'entre eux peut ainsi façonner son parcours de carrière selon ses appétences, entreprendre de manière pragmatique avec ses clients pour un monde plus positif, innover localement dans 27 pays.","Nous sommes une ESN agile et un groupe international. A l'ère de la post-transformation digitale, nous mettons tout en oeuvre pour que chacun de nos 27 000 collaborateurs puisse se renouveler perpétuellement, en vivant positivement son propre flow digital.Chacun d'entre eux peut ainsi façonner son parcours de carrière selon ses appétences, entreprendre de manière pragmatique avec ses clients pour un monde plus positif, innover localement dans 27 pays.","tableau, talend",33,GRADIGNAN,2023/08/08
Développeur / Développeuse Big Data,"Objectifs : 
- Expert sécurité WAF - être le référent de l'équipe cybersécurité sur notre outil WAF
- Travailler en proximité avec les équipes réseaux
- Être le référent auprès de tous nos interlocuteurs sécurité et métiers transverses à l'entreprise
- Participer aux études de sécurité, à la qualification et aux évolutions des plates-formes
- Définition et MCO des infrastructures de sécurité réseau
- En collaboration avec les équipes réseaux, soutenir l'exploitation de ces infrastructures (Run)
- Etre force de proposition pour l'amélioration continue de l'exploitation
- Evolution et amélioration continue des architectures existantes et pilotage des projets (Build)
- Etudes de nouveaux composants et projets pour répondre à de nouveaux besoins : étude des besoins en internes / animation des comités avec les différentes parties prenantes / POC de nouvelles solutions techniques / échange avec les éditeurs / élaboration de compte-rendus / présentation des résultats / implémentation et paramétrage des nouveaux composants / suivi de l'exécution (planning, qualité, consommation...)
- Effectuer la veille et l'évaluation technologique sur les produits.
- Étudier et partager en interne les directives sécuritaires externes pour potentielle implémentation

Compétences techniques : 
- Cloudlfare
- Splunk
- WAF
- Sécurité Réseau",,,Profession libérale,Expérience exigée de 5 An(s),,,,,CAT-AMANIA,,,splunk,75,PARIS 01,2023/08/08
Développeur / Développeuse Big Data,"- Notre client est l'une des plus grandes entreprises de solutions de ressources humaines et de paie au monde. Elle fournit des services en ligne à des milliers de clients dans le monde entier. En raison d'une surcharge de travail, il cherche à renforcer son équipe afin de l'assister autant que possible, de résoudre tous les tickets L2/3 et de contribuer à un projet de travail avec leur nouveau système de surveillance.",,,Profession libérale,Expérience exigée de 5 An(s),,,,,Phaidon London- Glocomms,,,,92,NANTERRE,2023/08/08
Data manager,"Contexte:
Prendre en charge le support sur les composants Azure, Corporate Data Lake Framework.

Mission:
Le candidat doit planifier son propre travail pour atteindre les objectifs et suivre les processus client.
A une certaine responsabilité pour le travail d'équipe et doit travailler en étroite collaboration avec d'autres responsables techniques.
En tant que Tech lead, il est garant de la définition et de l'application des normes techniques, garantit la mise à jour des schémas d'architecture en collaboration avec les architectes, conduit et valide les choix techniques (en collaboration avec les architectes, les experts ou/et éditeurs),
Il/elle challenge les besoins métiers, alerte sur la complexité & l'effort de développement, assure la performance & la maintenabilité des solutions en relation avec les référents techniques & experts éditeurs.
Il / elle gère et coache les membres de l'équipe sur les aspects techniques, soutient et aide les juniors à grandir, s'assure que les revues par les pairs et les prérequis techniques sont en place avant le déploiement en prod",,,Profession libérale,Expérience exigée de 2 An(s),,,,,Signe +,,,,63,CLERMONT FERRAND,2023/08/08
